tstamp,YyyyMmDd,HhMm,totalGrade,examType,maxGrade
"1517553001570","2018-02-02","08:30",0,"intro",15
"1517553338678","2018-02-02","08:35",3,"random",10
"1517553356498","2018-02-02","08:35",0,"intro",15
"1517553438882","2018-02-02","08:37",5,"intro",15
"1517553439958","2018-02-02","08:37",3,"intro",15
"1517553462422","2018-02-02","08:37",0,"intro",15
"1517553553882","2018-02-02","08:39",3,"generalizations",15
"1517553873442","2018-02-02","08:44",0,"random",10
"1517554002839","2018-02-02","08:46",0,"intro",15
"1517554178063","2018-02-02","08:49",3,"random",10
"1517554288039","2018-02-02","08:51",0,"shapes",15
"1517554389764","2018-02-02","08:53",0,"shapes",15
"1517554452874","2018-02-02","08:54",1,"random",10
"1517554807207","2018-02-02","09:00",0,"intro",15
"1517554814251","2018-02-02","09:00",0,"random",10
"1517554845335","2018-02-02","09:00",0,"random",10
"1517554863440","2018-02-02","09:01",0,"intro",15
"1517554980471","2018-02-02","09:03",2,"intro",15
"1517555370371","2018-02-02","09:09",12,"intro",15
"1517555612419","2018-02-02","09:13",0,"intro",15
"1517555889445","2018-02-02","09:18",3,"number-theory",15
"1517556019684","2018-02-02","09:20",0,"intro",15
"1517556097012","2018-02-02","09:21",0,"generalizations",15
"1517556116694","2018-02-02","09:21",0,"intro",15
"1517556118853","2018-02-02","09:21",1,"intro",15
"1517556160206","2018-02-02","09:22",1,"intro",15
"1517556246225","2018-02-02","09:24",0,"number-theory",15
"1517556320178","2018-02-02","09:25",1,"intro",15
"1517556358962","2018-02-02","09:25",1,"generalizations",15
"1517556402568","2018-02-02","09:26",1,"generalizations",15
"1517556484171","2018-02-02","09:28",0,"random",10
"1517557265048","2018-02-02","09:41",0,"intro",15
"1517581416457","2018-02-02","04:23",1,"intro",15
"1517581421265","2018-02-02","04:23",1,"intro",15
"1517581611359","2018-02-02","04:26",0,"intro",15
"1517581653821","2018-02-02","04:27",1,"intro",15
"1517582098916","2018-02-02","04:34",0,"intro",15
"1517582518705","2018-02-02","04:41",1,"generalizations",15
"1517582850128","2018-02-02","04:47",1,"number-theory",15
"1517587841755","2018-02-02","06:10",5,"intro",15
"1517589941189","2018-02-02","06:45",7,"intro",15
"1517594281453","2018-02-02","07:58",6,"intro",15
"1517639767870","2018-02-03","08:36",0,"number-theory",15
"1517640438577","2018-02-03","08:47",1,"intro",15
"1517640501988","2018-02-03","08:48",2,"intro",15
"1517640529921","2018-02-03","08:48",3,"intro",15
"1517640569570","2018-02-03","08:49",4,"intro",15
"1517653431776","2018-02-03","12:23",1,"random",10
"1517667539417","2018-02-03","04:18",1,"intro",15
"1517677650791","2018-02-03","07:07",5,"intro",15
"1517728394057","2018-02-04","09:13",5,"intro",15
"1517734604369","2018-02-04","10:56",0,"intro",15
"1517734691875","2018-02-04","10:58",0,"intro",15
