tstamp,item,correct,actual,grade,totalGrade,maxGrade
"1518711968087","3","4","",0,1,15
"1518711968087","4","a,b",",",0,1,15
"1518711968087","5","c","",0,1,15
"1518711968087","6","b","",0,1,15
"1518711968087","7","8","",0,1,15
"1518711968087","8","366","",0,1,15
"1518711968087","9","b","",0,1,15
"1518711968087","10","103","",0,1,15
"1518711968087","11","9","",0,1,15
"1518711968087","12","5","",0,1,15
"1518711968087","13","110","",0,1,15
"1518711968087","14","a","",0,1,15
"1518711968087","15","a","",0,1,15
"1518712026128","10","103","4",0,0,10
"1518712026128","5","c","",0,0,10
"1518712026128","30","6","",0,0,10
"1518712026128","26","a","",0,0,10
"1518712026128","35","a","",0,0,10
"1518712026128","31","106","",0,0,10
"1518712026128","51","21","",0,0,10
"1518712026128","55","c","",0,0,10
"1518712026128","61","b","",0,0,10
"1518712026128","72","b","",0,0,10
"1518712032683","4","a,b","a,b",1,2,10
"1518712032683","5","c","b",0,2,10
"1518712032683","17","b","a",0,2,10
"1518712032683","29","17","32",0,2,10
"1518712032683","33","5","2",0,2,10
"1518712032683","31","106","31",0,2,10
"1518712032683","56","2,3","9,10",0,2,10
"1518712032683","46","16","16",1,2,10
"1518712032683","67","68","",0,2,10
"1518712032683","75","34","",0,2,10
"1518712070487","16","a","a",1,4,15
"1518712070487","17","b","b",1,4,15
"1518712070487","18","17","17",1,4,15
"1518712070487","19","29","29",1,4,15
"1518712070487","20","15,21",",",0,4,15
"1518712070487","21","14","",0,4,15
"1518712070487","22","3","",0,4,15
"1518712070487","23","14","",0,4,15
"1518712070487","24","b","",0,4,15
"1518712070487","25","29","",0,4,15
"1518712070487","26","a","",0,4,15
"1518712070487","27","23","",0,4,15
"1518712070487","28","62","",0,4,15
"1518712070487","29","17","",0,4,15
"1518712070487","30","6","",0,4,15
"1518712147385","31","106","15",0,0,15
"1518712147385","32","73","",0,0,15
"1518712147385","33","5","",0,0,15
"1518712147385","34","4","",0,0,15
"1518712147385","35","a","",0,0,15
"1518712147385","36","b","",0,0,15
"1518712147385","37","b","",0,0,15
"1518712147385","38","6","",0,0,15
"1518712147385","39","2","",0,0,15
"1518712147385","40","1090","",0,0,15
"1518712147385","41","11","",0,0,15
"1518712147385","42","10","",0,0,15
"1518712147385","43","13","",0,0,15
"1518712147385","44","10,945",",",0,0,15
"1518712147385","45","1023,a",",",0,0,15
"1518712264257","1","13","13",1,2,15
"1518712264257","2","302","301",0,2,15
"1518712264257","3","4","4",1,2,15
"1518712264257","4","a,b","a,a",0,2,15
"1518712264257","5","c","",0,2,15
"1518712264257","6","b","",0,2,15
"1518712264257","7","8","",0,2,15
"1518712264257","8","366","",0,2,15
"1518712264257","9","b","",0,2,15
"1518712264257","10","103","",0,2,15
"1518712264257","11","9","",0,2,15
"1518712264257","12","5","",0,2,15
"1518712264257","13","110","",0,2,15
"1518712264257","14","a","",0,2,15
"1518712264257","15","a","",0,2,15
"1518712426490","16","a","b",0,5,15
"1518712426490","17","b","a",0,5,15
"1518712426490","18","17","17",1,5,15
"1518712426490","19","29","29",1,5,15
"1518712426490","20","15,21","3,21",0,5,15
"1518712426490","21","14","10",0,5,15
"1518712426490","22","3","21",0,5,15
"1518712426490","23","14","20",0,5,15
"1518712426490","24","b","e",0,5,15
"1518712426490","25","29","8",0,5,15
"1518712426490","26","a","a",1,5,15
"1518712426490","27","23","8",0,5,15
"1518712426490","28","62","62",1,5,15
"1518712426490","29","17","",0,5,15
"1518712426490","30","6","6",1,5,15
"1518712550089","1","13","13",1,1,15
"1518712550089","2","302","",0,1,15
"1518712550089","3","4","",0,1,15
"1518712550089","4","a,b",",",0,1,15
"1518712550089","5","c","",0,1,15
"1518712550089","6","b","",0,1,15
"1518712550089","7","8","",0,1,15
"1518712550089","8","366","",0,1,15
"1518712550089","9","b","",0,1,15
"1518712550089","10","103","",0,1,15
"1518712550089","11","9","",0,1,15
"1518712550089","12","5","",0,1,15
"1518712550089","13","110","",0,1,15
"1518712550089","14","a","",0,1,15
"1518712550089","15","a","",0,1,15
"1518712595292","1","13","13",1,1,15
"1518712595292","2","302","",0,1,15
"1518712595292","3","4","",0,1,15
"1518712595292","4","a,b",",",0,1,15
"1518712595292","5","c","",0,1,15
"1518712595292","6","b","",0,1,15
"1518712595292","7","8","",0,1,15
"1518712595292","8","366","",0,1,15
"1518712595292","9","b","",0,1,15
"1518712595292","10","103","",0,1,15
"1518712595292","11","9","",0,1,15
"1518712595292","12","5","",0,1,15
"1518712595292","13","110","",0,1,15
"1518712595292","14","a","",0,1,15
"1518712595292","15","a","",0,1,15
"1518712658335","16","a","a",1,1,15
"1518712658335","17","b","",0,1,15
"1518712658335","18","17","",0,1,15
"1518712658335","19","29","",0,1,15
"1518712658335","20","15,21",",",0,1,15
"1518712658335","21","14","",0,1,15
"1518712658335","22","3","",0,1,15
"1518712658335","23","14","",0,1,15
"1518712658335","24","b","",0,1,15
"1518712658335","25","29","",0,1,15
"1518712658335","26","a","",0,1,15
"1518712658335","27","23","",0,1,15
"1518712658335","28","62","",0,1,15
"1518712658335","29","17","",0,1,15
"1518712658335","30","6","",0,1,15
"1518712690138","16","a","a",1,2,15
"1518712690138","17","b","b",1,2,15
"1518712690138","18","17","",0,2,15
"1518712690138","19","29","",0,2,15
"1518712690138","20","15,21",",",0,2,15
"1518712690138","21","14","",0,2,15
"1518712690138","22","3","",0,2,15
"1518712690138","23","14","",0,2,15
"1518712690138","24","b","",0,2,15
"1518712690138","25","29","",0,2,15
"1518712690138","26","a","",0,2,15
"1518712690138","27","23","",0,2,15
"1518712690138","28","62","",0,2,15
"1518712690138","29","17","",0,2,15
"1518712690138","30","6","",0,2,15
"1518713196894","1","13","13",1,6,15
"1518713196894","2","302","3",0,6,15
"1518713196894","3","4","4",1,6,15
"1518713196894","4","a,b","b,a",0,6,15
"1518713196894","5","c","a",0,6,15
"1518713196894","6","b","b",1,6,15
"1518713196894","7","8","2",0,6,15
"1518713196894","8","366","366",1,6,15
"1518713196894","9","b","b",1,6,15
"1518713196894","10","103","3",0,6,15
"1518713196894","11","9","4",0,6,15
"1518713196894","12","5","7",0,6,15
"1518713196894","13","110","100",0,6,15
"1518713196894","14","a","a",1,6,15
"1518713196894","15","a","c",0,6,15
"1518713306385","16","a","a",1,5,15
"1518713306385","17","b","b",1,5,15
"1518713306385","18","17","17",1,5,15
"1518713306385","19","29","29",1,5,15
"1518713306385","20","15,21","15,22",0,5,15
"1518713306385","21","14","18",0,5,15
"1518713306385","22","3","",0,5,15
"1518713306385","23","14","",0,5,15
"1518713306385","24","b","",0,5,15
"1518713306385","25","29","51",0,5,15
"1518713306385","26","a","a",1,5,15
"1518713306385","27","23","7",0,5,15
"1518713306385","28","62","",0,5,15
"1518713306385","29","17","15",0,5,15
"1518713306385","30","6","13",0,5,15
"1518713491289","16","a","",0,0,15
"1518713491289","17","b","",0,0,15
"1518713491289","18","17","",0,0,15
"1518713491289","19","29","",0,0,15
"1518713491289","20","15,21",",",0,0,15
"1518713491289","21","14","",0,0,15
"1518713491289","22","3","",0,0,15
"1518713491289","23","14","",0,0,15
"1518713491289","24","b","",0,0,15
"1518713491289","25","29","",0,0,15
"1518713491289","26","a","",0,0,15
"1518713491289","27","23","",0,0,15
"1518713491289","28","62","",0,0,15
"1518713491289","29","17","",0,0,15
"1518713491289","30","6","",0,0,15
"1518713804310","1","13","13",1,1,15
"1518713804310","2","302","",0,1,15
"1518713804310","3","4","",0,1,15
"1518713804310","4","a,b",",",0,1,15
"1518713804310","5","c","",0,1,15
"1518713804310","6","b","",0,1,15
"1518713804310","7","8","",0,1,15
"1518713804310","8","366","",0,1,15
"1518713804310","9","b","",0,1,15
"1518713804310","10","103","",0,1,15
"1518713804310","11","9","",0,1,15
"1518713804310","12","5","",0,1,15
"1518713804310","13","110","",0,1,15
"1518713804310","14","a","",0,1,15
"1518713804310","15","a","",0,1,15
"1518713815231","16","a","b",0,1,15
"1518713815231","17","b","a",0,1,15
"1518713815231","18","17","20",0,1,15
"1518713815231","19","29","30",0,1,15
"1518713815231","20","15,21","14,28",0,1,15
"1518713815231","21","14","ķirs",0,1,15
"1518713815231","22","3","39",0,1,15
"1518713815231","23","14","39",0,1,15
"1518713815231","24","b","",0,1,15
"1518713815231","25","29","6",0,1,15
"1518713815231","26","a","a",1,1,15
"1518713815231","27","23","1",0,1,15
"1518713815231","28","62","",0,1,15
"1518713815231","29","17","32",0,1,15
"1518713815231","30","6","1",0,1,15
"1518714161148","1","13","19",0,0,15
"1518714161148","2","302","",0,0,15
"1518714161148","3","4","",0,0,15
"1518714161148","4","a,b",",",0,0,15
"1518714161148","5","c","",0,0,15
"1518714161148","6","b","",0,0,15
"1518714161148","7","8","",0,0,15
"1518714161148","8","366","",0,0,15
"1518714161148","9","b","",0,0,15
"1518714161148","10","103","",0,0,15
"1518714161148","11","9","",0,0,15
"1518714161148","12","5","",0,0,15
"1518714161148","13","110","",0,0,15
"1518714161148","14","a","",0,0,15
"1518714161148","15","a","",0,0,15
"1518714207833","1","13","13",1,1,15
"1518714207833","2","302","",0,1,15
"1518714207833","3","4","",0,1,15
"1518714207833","4","a,b",",",0,1,15
"1518714207833","5","c","",0,1,15
"1518714207833","6","b","",0,1,15
"1518714207833","7","8","",0,1,15
"1518714207833","8","366","",0,1,15
"1518714207833","9","b","",0,1,15
"1518714207833","10","103","",0,1,15
"1518714207833","11","9","",0,1,15
"1518714207833","12","5","",0,1,15
"1518714207833","13","110","",0,1,15
"1518714207833","14","a","",0,1,15
"1518714207833","15","a","",0,1,15
"1518714288185","1","13","13",1,1,15
"1518714288185","2","302","301",0,1,15
"1518714288185","3","4","",0,1,15
"1518714288185","4","a,b",",",0,1,15
"1518714288185","5","c","",0,1,15
"1518714288185","6","b","",0,1,15
"1518714288185","7","8","",0,1,15
"1518714288185","8","366","",0,1,15
"1518714288185","9","b","",0,1,15
"1518714288185","10","103","",0,1,15
"1518714288185","11","9","",0,1,15
"1518714288185","12","5","",0,1,15
"1518714288185","13","110","",0,1,15
"1518714288185","14","a","",0,1,15
"1518714288185","15","a","",0,1,15
"1518714328448","1","13","239",0,0,15
"1518714328448","2","302","3",0,0,15
"1518714328448","3","4","6",0,0,15
"1518714328448","4","a,b","b,a",0,0,15
"1518714328448","5","c","",0,0,15
"1518714328448","6","b","",0,0,15
"1518714328448","7","8","",0,0,15
"1518714328448","8","366","",0,0,15
"1518714328448","9","b","",0,0,15
"1518714328448","10","103","",0,0,15
"1518714328448","11","9","",0,0,15
"1518714328448","12","5","",0,0,15
"1518714328448","13","110","",0,0,15
"1518714328448","14","a","",0,0,15
"1518714328448","15","a","",0,0,15
"1518714348230","1","13","13",1,1,15
"1518714348230","2","302","",0,1,15
"1518714348230","3","4","",0,1,15
"1518714348230","4","a,b",",",0,1,15
"1518714348230","5","c","",0,1,15
"1518714348230","6","b","",0,1,15
"1518714348230","7","8","",0,1,15
"1518714348230","8","366","",0,1,15
"1518714348230","9","b","",0,1,15
"1518714348230","10","103","",0,1,15
"1518714348230","11","9","",0,1,15
"1518714348230","12","5","",0,1,15
"1518714348230","13","110","",0,1,15
"1518714348230","14","a","",0,1,15
"1518714348230","15","a","",0,1,15
"1518714633564","12","5","5",1,1,10
"1518714633564","10","103","",0,1,10
"1518714633564","30","6","",0,1,10
"1518714633564","18","17","",0,1,10
"1518714633564","39","2","",0,1,10
"1518714633564","35","a","",0,1,10
"1518714633564","57","b","",0,1,10
"1518714633564","59","10","",0,1,10
"1518714633564","73","240","",0,1,10
"1518714633564","71","a,a",",",0,1,10
"1518714858294","16","a","b",0,0,15
"1518714858294","17","b","",0,0,15
"1518714858294","18","17","",0,0,15
"1518714858294","19","29","",0,0,15
"1518714858294","20","15,21",",",0,0,15
"1518714858294","21","14","",0,0,15
"1518714858294","22","3","",0,0,15
"1518714858294","23","14","",0,0,15
"1518714858294","24","b","",0,0,15
"1518714858294","25","29","",0,0,15
"1518714858294","26","a","",0,0,15
"1518714858294","27","23","",0,0,15
"1518714858294","28","62","",0,0,15
"1518714858294","29","17","",0,0,15
"1518714858294","30","6","",0,0,15
"1518714901058","31","106","",0,0,15
"1518714901058","32","73","",0,0,15
"1518714901058","33","5","",0,0,15
"1518714901058","34","4","",0,0,15
"1518714901058","35","a","",0,0,15
"1518714901058","36","b","",0,0,15
"1518714901058","37","b","",0,0,15
"1518714901058","38","6","",0,0,15
"1518714901058","39","2","",0,0,15
"1518714901058","40","1090","",0,0,15
"1518714901058","41","11","",0,0,15
"1518714901058","42","10","",0,0,15
"1518714901058","43","13","",0,0,15
"1518714901058","44","10,945",",",0,0,15
"1518714901058","45","1023,a",",",0,0,15
"1518714907245","16","a","a",1,1,15
"1518714907245","17","b","",0,1,15
"1518714907245","18","17","",0,1,15
"1518714907245","19","29","",0,1,15
"1518714907245","20","15,21",",",0,1,15
"1518714907245","21","14","",0,1,15
"1518714907245","22","3","",0,1,15
"1518714907245","23","14","",0,1,15
"1518714907245","24","b","",0,1,15
"1518714907245","25","29","",0,1,15
"1518714907245","26","a","",0,1,15
"1518714907245","27","23","",0,1,15
"1518714907245","28","62","",0,1,15
"1518714907245","29","17","",0,1,15
"1518714907245","30","6","",0,1,15
"1518714920474","16","a","a",1,2,15
"1518714920474","17","b","b",1,2,15
"1518714920474","18","17","",0,2,15
"1518714920474","19","29","",0,2,15
"1518714920474","20","15,21",",",0,2,15
"1518714920474","21","14","",0,2,15
"1518714920474","22","3","",0,2,15
"1518714920474","23","14","",0,2,15
"1518714920474","24","b","",0,2,15
"1518714920474","25","29","",0,2,15
"1518714920474","26","a","",0,2,15
"1518714920474","27","23","",0,2,15
"1518714920474","28","62","",0,2,15
"1518714920474","29","17","",0,2,15
"1518714920474","30","6","",0,2,15
"1518714975207","16","a","a",1,2,15
"1518714975207","17","b","b",1,2,15
"1518714975207","18","17","79",0,2,15
"1518714975207","19","29","",0,2,15
"1518714975207","20","15,21",",",0,2,15
"1518714975207","21","14","",0,2,15
"1518714975207","22","3","",0,2,15
"1518714975207","23","14","",0,2,15
"1518714975207","24","b","",0,2,15
"1518714975207","25","29","",0,2,15
"1518714975207","26","a","",0,2,15
"1518714975207","27","23","",0,2,15
"1518714975207","28","62","",0,2,15
"1518714975207","29","17","",0,2,15
"1518714975207","30","6","",0,2,15
"1518715029951","16","a","a",1,3,15
"1518715029951","17","b","b",1,3,15
"1518715029951","18","17","17",1,3,15
"1518715029951","19","29","",0,3,15
"1518715029951","20","15,21",",",0,3,15
"1518715029951","21","14","",0,3,15
"1518715029951","22","3","",0,3,15
"1518715029951","23","14","",0,3,15
"1518715029951","24","b","",0,3,15
"1518715029951","25","29","",0,3,15
"1518715029951","26","a","",0,3,15
"1518715029951","27","23","",0,3,15
"1518715029951","28","62","",0,3,15
"1518715029951","29","17","",0,3,15
"1518715029951","30","6","",0,3,15
"1518715242992","1","13","24",0,0,15
"1518715242992","2","302","",0,0,15
"1518715242992","3","4","",0,0,15
"1518715242992","4","a,b",",",0,0,15
"1518715242992","5","c","",0,0,15
"1518715242992","6","b","",0,0,15
"1518715242992","7","8","",0,0,15
"1518715242992","8","366","",0,0,15
"1518715242992","9","b","",0,0,15
"1518715242992","10","103","",0,0,15
"1518715242992","11","9","",0,0,15
"1518715242992","12","5","",0,0,15
"1518715242992","13","110","",0,0,15
"1518715242992","14","a","",0,0,15
"1518715242992","15","a","",0,0,15
"1518715317574","7","8","8",1,4,10
"1518715317574","8","366","13",0,4,10
"1518715317574","22","3","99",0,4,10
"1518715317574","24","b","b",1,4,10
"1518715317574","44","10,945","1,100",0,4,10
"1518715317574","36","b","b",1,4,10
"1518715317574","52","22","17",0,4,10
"1518715317574","47","7","7",1,4,10
"1518715317574","71","a,a","b,a",0,4,10
"1518715317574","67","68","4",0,4,10
"1518715366668","1","13","13",1,1,15
"1518715366668","2","302","",0,1,15
"1518715366668","3","4","",0,1,15
"1518715366668","4","a,b",",",0,1,15
"1518715366668","5","c","",0,1,15
"1518715366668","6","b","",0,1,15
"1518715366668","7","8","",0,1,15
"1518715366668","8","366","",0,1,15
"1518715366668","9","b","",0,1,15
"1518715366668","10","103","",0,1,15
"1518715366668","11","9","",0,1,15
"1518715366668","12","5","",0,1,15
"1518715366668","13","110","",0,1,15
"1518715366668","14","a","",0,1,15
"1518715366668","15","a","",0,1,15
"1518715482864","46","16","",0,0,15
"1518715482864","47","7","",0,0,15
"1518715482864","48","41","",0,0,15
"1518715482864","49","19","",0,0,15
"1518715482864","50","20","",0,0,15
"1518715482864","51","21","",0,0,15
"1518715482864","52","22","",0,0,15
"1518715482864","53","14","",0,0,15
"1518715482864","54","13","",0,0,15
"1518715482864","55","c","",0,0,15
"1518715482864","56","2,3",",",0,0,15
"1518715482864","57","b","",0,0,15
"1518715482864","58","63,31,31,15",",,,",0,0,15
"1518715482864","59","10","",0,0,15
"1518715482864","60","16","",0,0,15
"1518715502936","7","8","8",1,7,10
"1518715502936","8","366","13",0,7,10
"1518715502936","22","3","18",0,7,10
"1518715502936","24","b","b",1,7,10
"1518715502936","44","10,945","10,945",1,7,10
"1518715502936","36","b","b",1,7,10
"1518715502936","52","22","7",0,7,10
"1518715502936","47","7","7",1,7,10
"1518715502936","71","a,a","a,a",1,7,10
"1518715502936","67","68","68",1,7,10
"1518715621497","1","13","13",1,9,15
"1518715621497","2","302","5",0,9,15
"1518715621497","3","4","5",0,9,15
"1518715621497","4","a,b","a,b",1,9,15
"1518715621497","5","c","c",1,9,15
"1518715621497","6","b","b",1,9,15
"1518715621497","7","8","15",0,9,15
"1518715621497","8","366","366",1,9,15
"1518715621497","9","b","b",1,9,15
"1518715621497","10","103","4",0,9,15
"1518715621497","11","9","9",1,9,15
"1518715621497","12","5","5",1,9,15
"1518715621497","13","110","99",0,9,15
"1518715621497","14","a","a",1,9,15
"1518715621497","15","a","c",0,9,15
"1518715679357","7","8","8",1,9,10
"1518715679357","8","366","13",0,9,10
"1518715679357","22","3","3",1,9,10
"1518715679357","24","b","b",1,9,10
"1518715679357","44","10,945","10,945",1,9,10
"1518715679357","36","b","b",1,9,10
"1518715679357","52","22","22",1,9,10
"1518715679357","47","7","7",1,9,10
"1518715679357","71","a,a","a,a",1,9,10
"1518715679357","67","68","68",1,9,10
"1518715759956","7","8","8",1,10,10
"1518715759956","8","366","366",1,10,10
"1518715759956","22","3","3",1,10,10
"1518715759956","24","b","b",1,10,10
"1518715759956","44","10,945","10,945",1,10,10
"1518715759956","36","b","b",1,10,10
"1518715759956","52","22","22",1,10,10
"1518715759956","47","7","7",1,10,10
"1518715759956","71","a,a","a,a",1,10,10
"1518715759956","67","68","68",1,10,10
"1518715781753","7","8","8",1,1,10
"1518715781753","8","366","",0,1,10
"1518715781753","22","3","",0,1,10
"1518715781753","24","b","",0,1,10
"1518715781753","44","10,945",",",0,1,10
"1518715781753","36","b","",0,1,10
"1518715781753","52","22","",0,1,10
"1518715781753","47","7","",0,1,10
"1518715781753","71","a,a",",",0,1,10
"1518715781753","67","68","",0,1,10
"1518715835710","7","8","8",1,9,10
"1518715835710","8","366","366",1,9,10
"1518715835710","22","3","99",0,9,10
"1518715835710","24","b","b",1,9,10
"1518715835710","44","10,945","10,945",1,9,10
"1518715835710","36","b","b",1,9,10
"1518715835710","52","22","22",1,9,10
"1518715835710","47","7","7",1,9,10
"1518715835710","71","a,a","a,a",1,9,10
"1518715835710","67","68","68",1,9,10
"1518715875186","61","b","b",1,1,15
"1518715875186","62","a","",0,1,15
"1518715875186","63","4","",0,1,15
"1518715875186","64","7","",0,1,15
"1518715875186","65","4","",0,1,15
"1518715875186","66","7","",0,1,15
"1518715875186","67","68","",0,1,15
"1518715875186","68","68","",0,1,15
"1518715875186","69","51","",0,1,15
"1518715875186","70","17","",0,1,15
"1518715875186","71","a,a",",",0,1,15
"1518715875186","72","b","",0,1,15
"1518715875186","73","240","",0,1,15
"1518715875186","74","c,d","",0,1,15
"1518715875186","75","34","",0,1,15
"1518715900241","1","13","13",1,1,15
"1518715900241","2","302","",0,1,15
"1518715900241","3","4","",0,1,15
"1518715900241","4","a,b",",",0,1,15
"1518715900241","5","c","",0,1,15
"1518715900241","6","b","",0,1,15
"1518715900241","7","8","",0,1,15
"1518715900241","8","366","",0,1,15
"1518715900241","9","b","",0,1,15
"1518715900241","10","103","",0,1,15
"1518715900241","11","9","",0,1,15
"1518715900241","12","5","",0,1,15
"1518715900241","13","110","",0,1,15
"1518715900241","14","a","",0,1,15
"1518715900241","15","a","",0,1,15
"1518715989996","1","13","13",1,1,15
"1518715989996","2","302","",0,1,15
"1518715989996","3","4","",0,1,15
"1518715989996","4","a,b",",",0,1,15
"1518715989996","5","c","",0,1,15
"1518715989996","6","b","",0,1,15
"1518715989996","7","8","",0,1,15
"1518715989996","8","366","",0,1,15
"1518715989996","9","b","",0,1,15
"1518715989996","10","103","",0,1,15
"1518715989996","11","9","",0,1,15
"1518715989996","12","5","",0,1,15
"1518715989996","13","110","",0,1,15
"1518715989996","14","a","",0,1,15
"1518715989996","15","a","",0,1,15
"1518716313421","1","13","13",1,5,15
"1518716313421","2","302","",0,5,15
"1518716313421","3","4","4",1,5,15
"1518716313421","4","a,b","b,a",0,5,15
"1518716313421","5","c","c",1,5,15
"1518716313421","6","b","d",0,5,15
"1518716313421","7","8","8",1,5,15
"1518716313421","8","366","366",1,5,15
"1518716313421","9","b","a",0,5,15
"1518716313421","10","103","5",0,5,15
"1518716313421","11","9","8",0,5,15
"1518716313421","12","5","6",0,5,15
"1518716313421","13","110","50",0,5,15
"1518716313421","14","a","b",0,5,15
"1518716313421","15","a","c",0,5,15
"1518716524656","1","13","21",0,2,15
"1518716524656","2","302","",0,2,15
"1518716524656","3","4","4",1,2,15
"1518716524656","4","a,b","a,b",1,2,15
"1518716524656","5","c","d",0,2,15
"1518716524656","6","b","c",0,2,15
"1518716524656","7","8","4",0,2,15
"1518716524656","8","366","13",0,2,15
"1518716524656","9","b","",0,2,15
"1518716524656","10","103","",0,2,15
"1518716524656","11","9","",0,2,15
"1518716524656","12","5","",0,2,15
"1518716524656","13","110","",0,2,15
"1518716524656","14","a","",0,2,15
"1518716524656","15","a","",0,2,15
"1518716589216","1","13","",0,0,15
"1518716589216","2","302","",0,0,15
"1518716589216","3","4","",0,0,15
"1518716589216","4","a,b",",",0,0,15
"1518716589216","5","c","",0,0,15
"1518716589216","6","b","",0,0,15
"1518716589216","7","8","",0,0,15
"1518716589216","8","366","",0,0,15
"1518716589216","9","b","",0,0,15
"1518716589216","10","103","",0,0,15
"1518716589216","11","9","",0,0,15
"1518716589216","12","5","",0,0,15
"1518716589216","13","110","",0,0,15
"1518716589216","14","a","",0,0,15
"1518716589216","15","a","",0,0,15
"1518716666269","1","13","13",1,5,15
"1518716666269","2","302","302",1,5,15
"1518716666269","3","4","4",1,5,15
"1518716666269","4","a,b","a,b",1,5,15
"1518716666269","5","c","c",1,5,15
"1518716666269","6","b","d",0,5,15
"1518716666269","7","8","",0,5,15
"1518716666269","8","366","13",0,5,15
"1518716666269","9","b","",0,5,15
"1518716666269","10","103","",0,5,15
"1518716666269","11","9","",0,5,15
"1518716666269","12","5","",0,5,15
"1518716666269","13","110","",0,5,15
"1518716666269","14","a","",0,5,15
"1518716666269","15","a","",0,5,15
"1518716668620","1","13","",0,0,15
"1518716668620","2","302","300",0,0,15
"1518716668620","3","4","",0,0,15
"1518716668620","4","a,b",",",0,0,15
"1518716668620","5","c","",0,0,15
"1518716668620","6","b","",0,0,15
"1518716668620","7","8","",0,0,15
"1518716668620","8","366","",0,0,15
"1518716668620","9","b","",0,0,15
"1518716668620","10","103","",0,0,15
"1518716668620","11","9","",0,0,15
"1518716668620","12","5","",0,0,15
"1518716668620","13","110","",0,0,15
"1518716668620","14","a","",0,0,15
"1518716668620","15","a","",0,0,15
"1518716751929","1","13","",0,0,15
"1518716751929","2","302","",0,0,15
"1518716751929","3","4","",0,0,15
"1518716751929","4","a,b",",",0,0,15
"1518716751929","5","c","",0,0,15
"1518716751929","6","b","",0,0,15
"1518716751929","7","8","",0,0,15
"1518716751929","8","366","",0,0,15
"1518716751929","9","b","",0,0,15
"1518716751929","10","103","",0,0,15
"1518716751929","11","9","",0,0,15
"1518716751929","12","5","",0,0,15
"1518716751929","13","110","",0,0,15
"1518716751929","14","a","",0,0,15
"1518716751929","15","a","",0,0,15
"1518717072833","1","13","13",1,4,15
"1518717072833","2","302","302",1,4,15
"1518717072833","3","4","4",1,4,15
"1518717072833","4","a,b","a,b",1,4,15
"1518717072833","5","c","",0,4,15
"1518717072833","6","b","",0,4,15
"1518717072833","7","8","",0,4,15
"1518717072833","8","366","",0,4,15
"1518717072833","9","b","",0,4,15
"1518717072833","10","103","",0,4,15
"1518717072833","11","9","",0,4,15
"1518717072833","12","5","",0,4,15
"1518717072833","13","110","",0,4,15
"1518717072833","14","a","",0,4,15
"1518717072833","15","a","",0,4,15
"1518717091462","1","13","13",1,14,15
"1518717091462","2","302","302",1,14,15
"1518717091462","3","4","4",1,14,15
"1518717091462","4","a,b","a,b",1,14,15
"1518717091462","5","c","c",1,14,15
"1518717091462","6","b","b",1,14,15
"1518717091462","7","8","8",1,14,15
"1518717091462","8","366","366",1,14,15
"1518717091462","9","b","b",1,14,15
"1518717091462","10","103","103",1,14,15
"1518717091462","11","9","9",1,14,15
"1518717091462","12","5","6",0,14,15
"1518717091462","13","110","110",1,14,15
"1518717091462","14","a","a",1,14,15
"1518717091462","15","a","a",1,14,15
"1518717111323","1","13","120",0,0,15
"1518717111323","2","302","",0,0,15
"1518717111323","3","4","",0,0,15
"1518717111323","4","a,b",",",0,0,15
"1518717111323","5","c","",0,0,15
"1518717111323","6","b","",0,0,15
"1518717111323","7","8","",0,0,15
"1518717111323","8","366","",0,0,15
"1518717111323","9","b","",0,0,15
"1518717111323","10","103","",0,0,15
"1518717111323","11","9","",0,0,15
"1518717111323","12","5","",0,0,15
"1518717111323","13","110","",0,0,15
"1518717111323","14","a","",0,0,15
"1518717111323","15","a","",0,0,15
"1518717187365","16","a","a",1,2,15
"1518717187365","17","b","b",1,2,15
"1518717187365","18","17","20",0,2,15
"1518717187365","19","29","35",0,2,15
"1518717187365","20","15,21","21,28",0,2,15
"1518717187365","21","14","4",0,2,15
"1518717187365","22","3","30",0,2,15
"1518717187365","23","14","20",0,2,15
"1518717187365","24","b","c",0,2,15
"1518717187365","25","29","5",0,2,15
"1518717187365","26","a","b",0,2,15
"1518717187365","27","23","",0,2,15
"1518717187365","28","62","124",0,2,15
"1518717187365","29","17","e",0,2,15
"1518717187365","30","6","f",0,2,15
"1518717214542","1","13","",0,0,15
"1518717214542","2","302","",0,0,15
"1518717214542","3","4","3",0,0,15
"1518717214542","4","a,b",",",0,0,15
"1518717214542","5","c","",0,0,15
"1518717214542","6","b","",0,0,15
"1518717214542","7","8","",0,0,15
"1518717214542","8","366","",0,0,15
"1518717214542","9","b","",0,0,15
"1518717214542","10","103","",0,0,15
"1518717214542","11","9","",0,0,15
"1518717214542","12","5","",0,0,15
"1518717214542","13","110","",0,0,15
"1518717214542","14","a","",0,0,15
"1518717214542","15","a","",0,0,15
"1518717233159","16","a","a",1,1,15
"1518717233159","17","b","a",0,1,15
"1518717233159","18","17","8",0,1,15
"1518717233159","19","29","",0,1,15
"1518717233159","20","15,21",",",0,1,15
"1518717233159","21","14","",0,1,15
"1518717233159","22","3","",0,1,15
"1518717233159","23","14","",0,1,15
"1518717233159","24","b","",0,1,15
"1518717233159","25","29","",0,1,15
"1518717233159","26","a","",0,1,15
"1518717233159","27","23","",0,1,15
"1518717233159","28","62","",0,1,15
"1518717233159","29","17","",0,1,15
"1518717233159","30","6","",0,1,15
"1518717380386","16","a","a",1,3,15
"1518717380386","17","b","b",1,3,15
